holeCards,commCards,Key,Value
"['D2', 'C2']","['S9', 'DK', 'C9']",1100_22_2210_K9922,0.421
"['D2', 'C2']","['S9', 'DK', 'H5']",1100_22_2111_K9522,0.444
"['D2', 'C2']","['S9', 'DK', 'CK']",1100_22_2210_KK922,0.466
"['D2', 'C2']","['S9', 'DK', 'CA']",1100_22_2210_AK922,0.435
"['D2', 'C2']","['S9', 'DK', 'HT']",1100_22_2111_KT922,0.407
"['D2', 'C2']","['S9', 'DK', 'CQ']",1100_22_2210_KQ922,0.429
"['D2', 'C2']","['S9', 'DK', 'DA']",1100_22_3110_AK922,0.494
"['D2', 'C2']","['S9', 'DK', 'D4']",1100_22_3110_K9422,0.457
"['D2', 'C2']","['S9', 'DK', 'CT']",1100_22_2210_KT922,0.397
"['D2', 'C2']","['S9', 'DK', 'H9']",1100_22_2111_K9922,0.469
"['D2', 'C2']","['S9', 'DK', 'H2']",1100_22_2111_K9222,0.969
"['D2', 'C2']","['S9', 'DK', 'H3']",1100_22_2111_K9322,0.449
"['D2', 'C2']","['S9', 'DK', 'H6']",1100_22_2111_K9622,0.448
"['D2', 'C2']","['S9', 'DK', 'H7']",1100_22_2111_K9722,0.459
"['D2', 'C2']","['S9', 'DK', 'H4']",1100_22_2111_K9422,0.469
"['D2', 'C2']","['S9', 'DK', 'D9']",1100_22_3110_K9922,0.452
"['D2', 'C2']","['S9', 'DK', 'D6']",1100_22_3110_K9622,0.469
"['D2', 'C2']","['S9', 'DK', 'D7']",1100_22_3110_K9722,0.409
"['D2', 'C2']","['S9', 'DK', 'D5']",1100_22_3110_K9522,0.451
"['D2', 'C2']","['S9', 'DK', 'D3']",1100_22_3110_K9322,0.478
"['D2', 'C2']","['S9', 'S3', 'S2']",1100_22_3110_93222,0.833
"['D2', 'C2']","['S9', 'S3', 'HQ']",1100_22_2111_Q9322,0.432
"['D2', 'C2']","['S9', 'S3', 'S7']",1100_22_3110_97322,0.338
"['D2', 'C2']","['S9', 'S3', 'S6']",1100_22_3110_96322,0.335
"['D2', 'C2']","['S9', 'S3', 'S5']",1100_22_3110_95322,0.334
"['D2', 'C2']","['S9', 'S3', 'S4']",1100_22_3110_94322,0.351
"['D2', 'C2']","['S9', 'S3', 'DT']",1100_22_2210_T9322,0.409
"['D2', 'C2']","['S9', 'S3', 'HA']",1100_22_2111_A9322,0.448
"['D2', 'C2']","['S9', 'S3', 'DQ']",1100_22_2210_Q9322,0.416
"['D2', 'C2']","['S9', 'S3', 'C9']",1100_22_2210_99322,0.445
"['D2', 'C2']","['S9', 'S3', 'H5']",1100_22_2111_95322,0.412
"['D2', 'C2']","['S9', 'S3', 'C3']",1100_22_2210_93322,0.449
"['D2', 'C2']","['S9', 'S3', 'C7']",1100_22_2210_97322,0.41
"['D2', 'C2']","['S9', 'S3', 'C6']",1100_22_2210_96322,0.448
"['D2', 'C2']","['S9', 'S3', 'C5']",1100_22_2210_95322,0.447
"['D2', 'C2']","['S9', 'S3', 'C4']",1100_22_2210_94322,0.424
"['D2', 'C2']","['S9', 'S3', 'CA']",1100_22_2210_A9322,0.431
"['D2', 'C2']","['S9', 'S3', 'HT']",1100_22_2111_T9322,0.444
"['D2', 'C2']","['S9', 'S3', 'H9']",1100_22_2111_99322,0.468
"['D2', 'C2']","['S9', 'S3', 'H2']",1100_22_2111_93222,0.92
"['D2', 'C2']","['S9', 'S3', 'H3']",1100_22_2111_93322,0.47
"['D2', 'C2']","['S9', 'S3', 'SQ']",1100_22_3110_Q9322,0.347
"['D2', 'C2']","['S9', 'S3', 'H6']",1100_22_2111_96322,0.447
"['D2', 'C2']","['S9', 'S3', 'H7']",1100_22_2111_97322,0.432
"['D2', 'C2']","['S9', 'S3', 'H4']",1100_22_2111_94322,0.437
"['D2', 'C2']","['S9', 'S3', 'ST']",1100_22_3110_T9322,0.347
"['D2', 'C2']","['S9', 'S3', 'SA']",1100_22_3110_A9322,0.378
"['D2', 'C2']","['S9', 'S2', 'HQ']",1100_22_2111_Q9222,0.928
"['D2', 'C2']","['S9', 'S2', 'S7']",1100_22_3110_97222,0.812
"['D2', 'C2']","['S9', 'S2', 'S6']",1100_22_3110_96222,0.813
"['D2', 'C2']","['S9', 'S2', 'S5']",1100_22_3110_95222,0.806
"['D2', 'C2']","['S9', 'S2', 'S4']",1100_22_3110_94222,0.82
"['D2', 'C2']","['S9', 'S2', 'DT']",1100_22_2210_T9222,0.906
"['D2', 'C2']","['S9', 'S2', 'HA']",1100_22_2111_A9222,0.938
"['D2', 'C2']","['S9', 'S2', 'DQ']",1100_22_2210_Q9222,0.934
"['D2', 'C2']","['S9', 'S2', 'C9']",1100_22_2210_99222,0.956
"['D2', 'C2']","['S9', 'S2', 'C8']",1100_22_2210_98222,0.913
"['D2', 'C2']","['S9', 'S2', 'H5']",1100_22_2111_95222,0.922
"['D2', 'C2']","['S9', 'S2', 'C3']",1100_22_2210_93222,0.944
"['D2', 'C2']","['S9', 'S2', 'C7']",1100_22_2210_97222,0.914
"['D2', 'C2']","['S9', 'S2', 'C6']",1100_22_2210_96222,0.919
"['D2', 'C2']","['S9', 'S2', 'C5']",1100_22_2210_95222,0.94
"['D2', 'C2']","['S9', 'S2', 'C4']",1100_22_2210_94222,0.918
"['D2', 'C2']","['S9', 'S2', 'CA']",1100_22_2210_A9222,0.956
"['D2', 'C2']","['S9', 'S2', 'HT']",1100_22_2111_T9222,0.922
"['D2', 'C2']","['S9', 'S2', 'H9']",1100_22_2111_99222,0.951
"['D2', 'C2']","['S9', 'S2', 'H2']",1100_22_2111_92222,0.998
"['D2', 'C2']","['S9', 'S2', 'SQ']",1100_22_3110_Q9222,0.808
"['D2', 'C2']","['S9', 'S2', 'H6']",1100_22_2111_96222,0.905
"['D2', 'C2']","['S9', 'S2', 'H7']",1100_22_2111_97222,0.904
"['D2', 'C2']","['S9', 'S2', 'H4']",1100_22_2111_94222,0.943
"['D2', 'C2']","['S9', 'S2', 'ST']",1100_22_3110_T9222,0.777
"['D2', 'C2']","['S9', 'S2', 'SK']",1100_22_3110_K9222,0.834
"['D2', 'C2']","['S9', 'S2', 'SJ']",1100_22_3110_J9222,0.787
"['D2', 'C2']","['S9', 'S2', 'SA']",1100_22_3110_A9222,0.826
"['D2', 'C2']","['S9', 'HQ', 'S7']",1100_22_2111_Q9722,0.413
"['D2', 'C2']","['S9', 'HQ', 'S6']",1100_22_2111_Q9622,0.426
"['D2', 'C2']","['S9', 'HQ', 'S5']",1100_22_2111_Q9522,0.428
"['D2', 'C2']","['S9', 'HQ', 'S4']",1100_22_2111_Q9422,0.448
"['D2', 'C2']","['S9', 'HQ', 'DT']",1100_22_2111_QT922,0.353
"['D2', 'C2']","['S9', 'HQ', 'HA']",1100_22_2111_AQ922,0.436
"['D2', 'C2']","['S9', 'HQ', 'DQ']",1100_22_2111_QQ922,0.45
"['D2', 'C2']","['S9', 'HQ', 'C9']",1100_22_2111_Q9922,0.419
"['D2', 'C2']","['S9', 'S7', 'S6']",1100_22_3110_97622,0.249
"['D2', 'C2']","['S9', 'S7', 'S5']",1100_22_3110_97522,0.312
"['D2', 'C2']","['S9', 'S7', 'S4']",1100_22_3110_97422,0.34
"['D2', 'C2']","['S9', 'S7', 'DT']",1100_22_2210_T9722,0.363
"['D2', 'C2']","['S9', 'S7', 'HA']",1100_22_2111_A9722,0.404
"['D2', 'C2']","['S9', 'S7', 'DQ']",1100_22_2210_Q9722,0.432
"['D2', 'C2']","['S9', 'S7', 'C9']",1100_22_2210_99722,0.419
"['D2', 'C2']","['S9', 'S7', 'H5']",1100_22_2111_97522,0.387
"['D2', 'C2']","['S9', 'S7', 'C7']",1100_22_2210_97722,0.43
"['D2', 'C2']","['S9', 'S7', 'C6']",1100_22_2210_97622,0.361
"['D2', 'C2']","['S9', 'S7', 'C5']",1100_22_2210_97522,0.389
"['D2', 'C2']","['S9', 'S7', 'C4']",1100_22_2210_97422,0.417
"['D2', 'C2']","['S9', 'S7', 'CA']",1100_22_2210_A9722,0.414
"['D2', 'C2']","['S9', 'S7', 'HT']",1100_22_2111_T9722,0.372
"['D2', 'C2']","['S9', 'S7', 'H9']",1100_22_2111_99722,0.428
"['D2', 'C2']","['S9', 'S7', 'SQ']",1100_22_3110_Q9722,0.326
"['D2', 'C2']","['S9', 'S7', 'H6']",1100_22_2111_97622,0.365
"['D2', 'C2']","['S9', 'S7', 'H7']",1100_22_2111_97722,0.417
"['D2', 'C2']","['S9', 'S7', 'H4']",1100_22_2111_97422,0.413
"['D2', 'C2']","['S9', 'S7', 'ST']",1100_22_3110_T9722,0.305
"['D2', 'C2']","['S9', 'S7', 'SA']",1100_22_3110_A9722,0.348
"['D2', 'C2']","['S9', 'S6', 'S5']",1100_22_3110_96522,0.315
"['D2', 'C2']","['S9', 'S6', 'S4']",1100_22_3110_96422,0.347
"['D2', 'C2']","['S9', 'S6', 'DT']",1100_22_2210_T9622,0.381
"['D2', 'C2']","['S9', 'S6', 'HA']",1100_22_2111_A9622,0.44
"['D2', 'C2']","['S9', 'S6', 'DQ']",1100_22_2210_Q9622,0.406
"['D2', 'C2']","['S9', 'S6', 'C9']",1100_22_2210_99622,0.447
"['D2', 'C2']","['S9', 'S6', 'H5']",1100_22_2111_96522,0.363
"['D2', 'C2']","['S9', 'S6', 'C6']",1100_22_2210_96622,0.463
"['D2', 'C2']","['S9', 'S6', 'C5']",1100_22_2210_96522,0.402
"['D2', 'C2']","['S9', 'S6', 'C4']",1100_22_2210_96422,0.449
"['D2', 'C2']","['S9', 'S6', 'CA']",1100_22_2210_A9622,0.425
"['D2', 'C2']","['S9', 'S6', 'HT']",1100_22_2111_T9622,0.38
"['D2', 'C2']","['S9', 'S6', 'H9']",1100_22_2111_99622,0.416
"['D2', 'C2']","['S9', 'S6', 'SQ']",1100_22_3110_Q9622,0.308
"['D2', 'C2']","['S9', 'S6', 'H6']",1100_22_2111_96622,0.443
"['D2', 'C2']","['S9', 'S6', 'H4']",1100_22_2111_96422,0.422
"['D2', 'C2']","['S9', 'S6', 'ST']",1100_22_3110_T9622,0.323
"['D2', 'C2']","['S9', 'S6', 'SA']",1100_22_3110_A9622,0.353
"['D2', 'C2']","['S9', 'S5', 'S4']",1100_22_3110_95422,0.34
"['D2', 'C2']","['S9', 'S5', 'DT']",1100_22_2210_T9522,0.409
"['D2', 'C2']","['S9', 'S5', 'HA']",1100_22_2111_A9522,0.45
"['D2', 'C2']","['S9', 'S5', 'DQ']",1100_22_2210_Q9522,0.429
"['D2', 'C2']","['S9', 'S5', 'C9']",1100_22_2210_99522,0.419
"['D2', 'C2']","['S9', 'S5', 'H5']",1100_22_2111_95522,0.46
"['D2', 'C2']","['S9', 'S5', 'C5']",1100_22_2210_95522,0.423
"['D2', 'C2']","['S9', 'S5', 'C4']",1100_22_2210_95422,0.422
"['D2', 'C2']","['S9', 'S5', 'CA']",1100_22_2210_A9522,0.445
"['D2', 'C2']","['S9', 'S5', 'HT']",1100_22_2111_T9522,0.434
"['D2', 'C2']","['S9', 'S5', 'H9']",1100_22_2111_99522,0.427
"['D2', 'C2']","['S9', 'S5', 'SQ']",1100_22_3110_Q9522,0.327
"['D2', 'C2']","['S9', 'S5', 'H4']",1100_22_2111_95422,0.423
"['D2', 'C2']","['S9', 'S5', 'ST']",1100_22_3110_T9522,0.354
"['D2', 'C2']","['S9', 'S5', 'SA']",1100_22_3110_A9522,0.344
"['D2', 'C2']","['S9', 'S4', 'DT']",1100_22_2210_T9422,0.42
"['D2', 'C2']","['S9', 'S4', 'HA']",1100_22_2111_A9422,0.465
"['D2', 'C2']","['S9', 'S4', 'DQ']",1100_22_2210_Q9422,0.406
"['D2', 'C2']","['S9', 'S4', 'C9']",1100_22_2210_99422,0.451
"['D2', 'C2']","['S9', 'S4', 'C4']",1100_22_2210_94422,0.456
"['D2', 'C2']","['S9', 'S4', 'CA']",1100_22_2210_A9422,0.445
"['D2', 'C2']","['S9', 'S4', 'HT']",1100_22_2111_T9422,0.404
"['D2', 'C2']","['S9', 'S4', 'H9']",1100_22_2111_99422,0.444
"['D2', 'C2']","['S9', 'S4', 'SQ']",1100_22_3110_Q9422,0.357
"['D2', 'C2']","['S9', 'S4', 'H4']",1100_22_2111_94422,0.444
"['D2', 'C2']","['S9', 'S4', 'ST']",1100_22_3110_T9422,0.338
"['D2', 'C2']","['S9', 'S4', 'SA']",1100_22_3110_A9422,0.354
"['D2', 'C2']","['S9', 'DT', 'HA']",1100_22_2111_AT922,0.426
"['D2', 'C2']","['S9', 'DT', 'DQ']",1100_22_3110_QT922,0.383
"['D2', 'C2']","['S9', 'DT', 'C9']",1100_22_2210_T9922,0.438
"['D2', 'C2']","['S9', 'DT', 'CA']",1100_22_2210_AT922,0.413
"['D2', 'C2']","['S9', 'DT', 'HT']",1100_22_2111_TT922,0.421
"['D2', 'C2']","['S9', 'DT', 'CQ']",1100_22_2210_QT922,0.355
"['D2', 'C2']","['S9', 'DT', 'DA']",1100_22_3110_AT922,0.444
"['D2', 'C2']","['S9', 'DT', 'CT']",1100_22_2210_TT922,0.446
"['D2', 'C2']","['S9', 'DT', 'H9']",1100_22_2111_T9922,0.44
"['D2', 'C2']","['S9', 'DT', 'D9']",1100_22_3110_T9922,0.426
"['D2', 'C2']","['S9', 'HA', 'C9']",1100_22_2111_A9922,0.482
"['D2', 'C2']","['S9', 'HA', 'CA']",1100_22_2111_AA922,0.453
"['D2', 'C2']","['S9', 'DQ', 'C9']",1100_22_2210_Q9922,0.458
"['D2', 'C2']","['S9', 'DQ', 'CA']",1100_22_2210_AQ922,0.448
"['D2', 'C2']","['S9', 'DQ', 'CQ']",1100_22_2210_QQ922,0.453
"['D2', 'C2']","['S9', 'DQ', 'DA']",1100_22_3110_AQ922,0.464
"['D2', 'C2']","['S9', 'DQ', 'D9']",1100_22_3110_Q9922,0.476
"['D2', 'C2']","['S9', 'C9', 'C8']",1100_22_3110_99822,0.425
"['D2', 'C2']","['S9', 'C9', 'C3']",1100_22_3110_99322,0.476
"['D2', 'C2']","['S9', 'C9', 'C7']",1100_22_3110_99722,0.478
"['D2', 'C2']","['S9', 'C9', 'C6']",1100_22_3110_99622,0.449
"['D2', 'C2']","['S9', 'C9', 'C5']",1100_22_3110_99522,0.478
"['D2', 'C2']","['S9', 'C9', 'C4']",1100_22_3110_99422,0.452
"['D2', 'C2']","['S9', 'C9', 'CA']",1100_22_3110_A9922,0.475
"['D2', 'C2']","['S9', 'C9', 'DA']",1100_22_2210_A9922,0.468
"['D2', 'C2']","['S9', 'C9', 'H9']",1100_22_2111_99922,0.589
"['D2', 'C2']","['S9', 'C9', 'D9']",1100_22_2210_99922,0.6
"['D2', 'C2']","['S9', 'CA', 'DA']",1100_22_2210_AA922,0.473
"['D2', 'C2']","['S8', 'DJ', 'DK']",1100_22_3110_KJ822,0.476
"['D2', 'C2']","['S8', 'DJ', 'S3']",1100_22_2210_J8322,0.421
"['D2', 'C2']","['S8', 'DJ', 'S2']",1100_22_2210_J8222,0.926
"['D2', 'C2']","['S8', 'DJ', 'HQ']",1100_22_2111_QJ822,0.436
"['D2', 'C2']","['S8', 'DJ', 'S7']",1100_22_2210_J8722,0.377
"['D2', 'C2']","['S8', 'DJ', 'S6']",1100_22_2210_J8622,0.393
"['D2', 'C2']","['S8', 'DJ', 'S5']",1100_22_2210_J8522,0.399
"['D2', 'C2']","['S8', 'DJ', 'S4']",1100_22_2210_J8422,0.425
"['D2', 'C2']","['S8', 'DJ', 'HJ']",1100_22_2111_JJ822,0.433
"['D2', 'C2']","['S8', 'DJ', 'HK']",1100_22_2111_KJ822,0.417
"['D2', 'C2']","['S8', 'DJ', 'DT']",1100_22_3110_JT822,0.403
"['D2', 'C2']","['S8', 'DJ', 'HA']",1100_22_2111_AJ822,0.44
"['D2', 'C2']","['S8', 'DJ', 'DQ']",1100_22_3110_QJ822,0.416
"['D2', 'C2']","['S8', 'DJ', 'C8']",1100_22_2210_J8822,0.428
"['D2', 'C2']","['S8', 'DJ', 'H5']",1100_22_2111_J8522,0.44
"['D2', 'C2']","['S8', 'DJ', 'CK']",1100_22_2210_KJ822,0.427
"['D2', 'C2']","['S8', 'DJ', 'CJ']",1100_22_2210_JJ822,0.463
"['D2', 'C2']","['S8', 'DJ', 'CA']",1100_22_2210_AJ822,0.423
"['D2', 'C2']","['S8', 'DJ', 'HT']",1100_22_2111_JT822,0.387
"['D2', 'C2']","['S8', 'DJ', 'CQ']",1100_22_2210_QJ822,0.4
"['D2', 'C2']","['S8', 'DJ', 'DA']",1100_22_3110_AJ822,0.431
"['D2', 'C2']","['S8', 'DJ', 'D4']",1100_22_3110_J8422,0.48
"['D2', 'C2']","['S8', 'DJ', 'CT']",1100_22_2210_JT822,0.36
"['D2', 'C2']","['S8', 'DJ', 'H8']",1100_22_2111_J8822,0.456
"['D2', 'C2']","['S8', 'DJ', 'H2']",1100_22_2111_J8222,0.956
"['D2', 'C2']","['S8', 'DJ', 'H3']",1100_22_2111_J8322,0.449
"['D2', 'C2']","['S8', 'DJ', 'H6']",1100_22_2111_J8622,0.443
"['D2', 'C2']","['S8', 'DJ', 'H7']",1100_22_2111_J8722,0.409
"['D2', 'C2']","['S8', 'DJ', 'H4']",1100_22_2111_J8422,0.432
"['D2', 'C2']","['S8', 'DJ', 'D8']",1100_22_3110_J8822,0.452
"['D2', 'C2']","['S8', 'DJ', 'D6']",1100_22_3110_J8622,0.437
"['D2', 'C2']","['S8', 'DJ', 'D7']",1100_22_3110_J8722,0.403
"['D2', 'C2']","['S8', 'DJ', 'D5']",1100_22_3110_J8522,0.457
"['D2', 'C2']","['S8', 'DJ', 'D3']",1100_22_3110_J8322,0.44
"['D2', 'C2']","['S8', 'DK', 'S3']",1100_22_2210_K8322,0.448
"['D2', 'C2']","['S8', 'DK', 'S2']",1100_22_2210_K8222,0.938
"['D2', 'C2']","['S8', 'DK', 'HQ']",1100_22_2111_KQ822,0.466
"['D2', 'C2']","['S8', 'DK', 'S7']",1100_22_2210_K8722,0.423
"['D2', 'C2']","['S8', 'DK', 'S6']",1100_22_2210_K8622,0.418
"['D2', 'C2']","['S8', 'DK', 'S5']",1100_22_2210_K8522,0.431
"['D2', 'C2']","['S8', 'DK', 'S4']",1100_22_2210_K8422,0.43
"['D2', 'C2']","['S8', 'DK', 'HK']",1100_22_2111_KK822,0.442
"['D2', 'C2']","['S8', 'DK', 'DT']",1100_22_3110_KT822,0.44
"['D2', 'C2']","['S8', 'DK', 'HA']",1100_22_2111_AK822,0.45
"['D2', 'C2']","['S8', 'DK', 'DQ']",1100_22_3110_KQ822,0.453
"['D2', 'C2']","['S8', 'DK', 'C8']",1100_22_2210_K8822,0.48
"['D2', 'C2']","['S8', 'DK', 'H5']",1100_22_2111_K8522,0.444
"['D2', 'C2']","['S8', 'DK', 'CK']",1100_22_2210_KK822,0.455
"['D2', 'C2']","['S8', 'DK', 'CA']",1100_22_2210_AK822,0.45
"['D2', 'C2']","['S8', 'DK', 'HT']",1100_22_2111_KT822,0.444
"['D2', 'C2']","['S8', 'DK', 'CQ']",1100_22_2210_KQ822,0.416
"['D2', 'C2']","['S8', 'DK', 'DA']",1100_22_3110_AK822,0.445
"['D2', 'C2']","['S8', 'DK', 'D4']",1100_22_3110_K8422,0.486
"['D2', 'C2']","['S8', 'DK', 'CT']",1100_22_2210_KT822,0.445
"['D2', 'C2']","['S8', 'DK', 'H8']",1100_22_2111_K8822,0.465
"['D2', 'C2']","['S8', 'DK', 'H2']",1100_22_2111_K8222,0.966
"['D2', 'C2']","['S8', 'DK', 'H3']",1100_22_2111_K8322,0.484
"['D2', 'C2']","['S8', 'DK', 'H6']",1100_22_2111_K8622,0.414
"['D2', 'C2']","['S8', 'DK', 'H7']",1100_22_2111_K8722,0.435
"['D2', 'C2']","['S8', 'DK', 'H4']",1100_22_2111_K8422,0.483
"['D2', 'C2']","['S8', 'DK', 'D8']",1100_22_3110_K8822,0.465
"['D2', 'C2']","['S8', 'DK', 'D6']",1100_22_3110_K8622,0.433
"['D2', 'C2']","['S8', 'DK', 'D7']",1100_22_3110_K8722,0.429
"['D2', 'C2']","['S8', 'DK', 'D5']",1100_22_3110_K8522,0.448
"['D2', 'C2']","['S8', 'DK', 'D3']",1100_22_3110_K8322,0.481
"['D2', 'C2']","['S8', 'S3', 'S2']",1100_22_3110_83222,0.827
"['D2', 'C2']","['S8', 'S3', 'HQ']",1100_22_2111_Q8322,0.429
"['D2', 'C2']","['S8', 'S3', 'S7']",1100_22_3110_87322,0.344
"['D2', 'C2']","['S8', 'S3', 'S6']",1100_22_3110_86322,0.33
"['D2', 'C2']","['S8', 'S3', 'S5']",1100_22_3110_85322,0.341
"['D2', 'C2']","['S8', 'S3', 'S4']",1100_22_3110_84322,0.378
"['D2', 'C2']","['S8', 'S3', 'DT']",1100_22_2210_T8322,0.442
