5,1.0,-240.0,-240,9999999900.0
7,1.0,-135.0,-30,9999999890.0
12,1.0,-116.66666666666667,-80,9999999870.0
14,1.0,-95.0,-30,9999999860.0
19,1.0,-148.0,-360,9999999700.0
23,1.0,-143.33333333333334,-120,9999999640.0
25,1.0,-128.57142857142858,-40,9999999620.0
28,1.0,-107.5,40,9999999640.0
32,1.0,-77.77777777777777,160,9999999720.0
35,1.0,-74.0,-40,9999999700.0
37,1.0,-63.63636363636363,40,9999999720.0
42,1.0,-48.333333333333336,120,9999999780.0
47,1.0,-60.0,-200,9999999680.0
55,1.0,-92.85714285714286,-520,9999999420.0
58,1.0,-92.0,-80,9999999380.0
61,1.0,-91.25,-80,9999999340.0
63,1.0,-83.52941176470588,40,9999999360.0
65,1.0,-80.55555555555556,-30,9999999350.0
67,1.0,-78.42105263157895,-40,9999999330.0
70,1.0,-76.5,-40,9999999310.0
75,1.0,-76.66666666666667,-80,9999999290.0
77,1.0,-74.54545454545455,-30,9999999280.0
79,1.0,-73.04347826086956,-40,9999999260.0
82,1.0,-73.33333333333333,-80,9999999220.0
86,1.0,-75.2,-120,9999999180.0
88,1.0,-73.46153846153847,-30,9999999170.0
90,1.0,-72.22222222222223,-40,9999999150.0
92,1.0,-70.71428571428571,-30,9999999140.0
94,1.0,-65.51724137931035,80,9999999180.0
96,1.0,-64.33333333333333,-30,9999999170.0
98,1.0,-63.54838709677419,-40,9999999150.0
100,1.0,-62.5,-30,9999999140.0
102,1.0,-58.18181818181818,80,9999999180.0
105,1.0,-58.8235294117647,-80,9999999140.0
109,1.0,-60.57142857142857,-120,9999999080.0
111,1.0,-59.72222222222222,-30,9999999070.0
116,1.0,-62.432432432432435,-160,9999998990.0
121,1.0,-63.94736842105263,-120,9999998930.0
124,1.0,-60.256410256410255,80,9999998970.0
127,1.0,-60.75,-80,9999998930.0
129,1.0,-60.24390243902439,-40,9999998910.0
131,1.0,-59.523809523809526,-30,9999998900.0
133,1.0,-56.27906976744186,80,9999998940.0
135,1.0,-55.68181818181818,-30,9999998930.0
138,1.0,-55.333333333333336,-40,9999998910.0
140,1.0,-54.78260869565217,-30,9999998900.0
142,1.0,-52.765957446808514,40,9999998920.0
146,1.0,-53.333333333333336,-80,9999998880.0
149,1.0,-53.87755102040816,-80,9999998840.0
151,1.0,-53.4,-30,9999998830.0
156,1.0,-49.21568627450981,160,9999998910.0
159,1.0,-46.34615384615385,100,9999998950.0
162,1.0,-43.9622641509434,80,9999998990.0
166,1.0,-45.0,-100,9999998950.0
171,1.0,-47.09090909090909,-160,9999998870.0
176,1.0,-50.535714285714285,-240,9999998750.0
178,1.0,-48.94736842105263,40,9999998770.0
181,1.0,-47.06896551724138,60,9999998790.0
183,1.0,-46.94915254237288,-40,9999998770.0
187,1.0,-47.5,-80,9999998730.0
189,1.0,-47.377049180327866,-40,9999998710.0
191,1.0,-47.096774193548384,-30,9999998700.0
193,1.0,-46.98412698412698,-40,9999998680.0
198,1.0,-48.125,-120,9999998620.0
200,1.0,-48.0,-40,9999998600.0
204,1.0,-48.484848484848484,-80,9999998560.0
208,1.0,-50.44776119402985,-180,9999998480.0
212,1.0,-50.88235294117647,-80,9999998440.0
214,1.0,-50.72463768115942,-40,9999998420.0
216,1.0,-50.42857142857143,-30,9999998410.0
221,1.0,-51.971830985915496,-160,9999998350.0
223,1.0,-51.666666666666664,-30,9999998340.0
225,1.0,-51.50684931506849,-40,9999998320.0
229,1.0,-51.891891891891895,-80,9999998280.0
232,1.0,-51.733333333333334,-40,9999998260.0
234,1.0,-51.44736842105263,-30,9999998250.0
236,1.0,-51.298701298701296,-40,9999998230.0
238,1.0,-51.02564102564103,-30,9999998220.0
244,1.0,-54.43037974683544,-320,9999998060.0
249,1.0,-55.75,-160,9999997980.0
251,1.0,-55.55555555555556,-40,9999997960.0
255,1.0,-56.09756097560975,-100,9999997920.0
258,1.0,-54.21686746987952,100,9999997960.0
260,1.0,-53.92857142857143,-30,9999997950.0
262,1.0,-53.76470588235294,-40,9999997930.0
266,1.0,-51.27906976744186,160,9999997990.0
268,1.0,-51.14942528735632,-40,9999997970.0
270,1.0,-50.90909090909091,-30,9999997960.0
274,1.0,-51.68539325842696,-120,9999997920.0
277,1.0,-52.0,-80,9999997880.0
281,1.0,-52.967032967032964,-140,9999997820.0
283,1.0,-52.71739130434783,-30,9999997810.0
288,1.0,-53.44086021505376,-120,9999997750.0
293,1.0,-51.170212765957444,160,9999997830.0
296,1.0,-51.05263157894737,-40,9999997810.0
303,1.0,-52.1875,-160,9999997750.0
305,1.0,-52.06185567010309,-40,9999997730.0
307,1.0,-51.83673469387755,-30,9999997720.0
311,1.0,-52.121212121212125,-80,9999997680.0
320,1.0,-57.2,-560,9999997400.0
322,1.0,-54.4,40,9999997420.0
327,1.0,-56.1,-200,9999997340.0
330,1.0,-55.9,-60,9999997320.0
334,1.0,-56.6,-100,9999997280.0
336,1.0,-53.4,-40,9999997260.0
338,1.0,-52.5,-30,9999997250.0
340,1.0,-52.5,-40,9999997230.0
342,1.0,-53.2,-30,9999997220.0
345,1.0,-54.0,80,9999997260.0
350,1.0,-52.8,80,9999997300.0
352,1.0,-53.6,-40,9999997280.0
354,1.0,-55.1,-30,9999997270.0
356,1.0,-53.5,-40,9999997250.0
361,1.0,-50.3,-200,9999997150.0
364,1.0,-50.5,-100,9999997110.0
367,1.0,-48.9,80,9999997150.0
369,1.0,-49.7,-40,9999997130.0
372,1.0,-50.2,-80,9999997090.0
376,1.0,-51.2,-140,9999997030.0
379,1.0,-51.6,-80,9999996990.0
381,1.0,-51.2,-40,9999996970.0
387,1.0,-53.7,-280,9999996850.0
389,1.0,-52.5,80,9999996890.0
394,1.0,-53.3,-160,9999996810.0
396,1.0,-52.5,-40,9999996790.0
398,1.0,-52.5,-30,9999996780.0
400,1.0,-51.3,80,9999996820.0
403,1.0,-51.8,-80,9999996780.0
406,1.0,-53.4,-80,9999996740.0
409,1.0,-53.9,-80,9999996700.0
411,1.0,-53.9,-40,9999996680.0
414,1.0,-54.0,-40,9999996660.0
416,1.0,-55.2,-40,9999996640.0
418,1.0,-54.7,-30,9999996630.0
420,1.0,-52.7,80,9999996670.0
422,1.0,-52.7,-30,9999996660.0
428,1.0,-53.9,-280,9999996540.0
431,1.0,-51.9,80,9999996580.0
433,1.0,-53.1,-40,9999996560.0
438,1.0,-50.3,200,9999996660.0
440,1.0,-49.1,80,9999996700.0
442,1.0,-49.1,-30,9999996690.0
445,1.0,-50.3,-40,9999996670.0
448,1.0,-50.8,-80,9999996630.0
450,1.0,-50.8,-40,9999996610.0
454,1.0,-50.9,-40,9999996590.0
458,1.0,-52.1,-80,9999996550.0
461,1.0,-52.1,-80,9999996510.0
466,1.0,-54.9,-360,9999996350.0
470,1.0,-55.0,-40,9999996330.0
473,1.0,-57.4,-80,9999996290.0
476,1.0,-58.8,-40,9999996270.0
478,1.0,-58.8,80,9999996310.0
482,1.0,-57.0,80,9999996350.0
484,1.0,-55.8,-40,9999996330.0
487,1.0,-54.2,-80,9999996290.0
489,1.0,-53.8,80,9999996330.0
491,1.0,-54.7,-30,9999996320.0
493,1.0,-53.5,80,9999996360.0
495,1.0,-53.0,-30,9999996350.0
497,1.0,-52.2,40,9999996370.0
499,1.0,-52.2,-30,9999996360.0
501,1.0,-52.2,-40,9999996340.0
505,1.0,-51.8,-80,9999996300.0
508,1.0,-52.2,-80,9999996260.0
513,1.0,-52.6,-120,9999996200.0
520,1.0,-55.6,-480,9999995960.0
523,1.0,-55.2,-40,9999995940.0
526,1.0,-55.6,-80,9999995900.0
530,1.0,-54.9,40,9999995920.0
532,1.0,-53.7,-40,9999995900.0
534,1.0,-53.7,-30,9999995890.0
538,1.0,-53.7,-40,9999995870.0
540,1.0,-53.2,-30,9999995860.0
543,1.0,-52.4,40,9999995880.0
549,1.0,-54.1,-200,9999995800.0
553,1.0,-55.1,-140,9999995740.0
558,1.0,-54.0,80,9999995780.0
561,1.0,-51.6,-80,9999995740.0
565,1.0,-50.8,-80,9999995700.0
568,1.0,-51.4,-100,9999995660.0
573,1.0,-51.6,-120,9999995600.0
576,1.0,-53.4,-80,9999995560.0
579,1.0,-52.7,40,9999995580.0
586,1.0,-57.5,-520,9999995340.0
591,1.0,-58.7,40,9999995360.0
593,1.0,-57.9,40,9999995380.0
595,1.0,-57.9,-30,9999995370.0
597,1.0,-57.1,-40,9999995350.0
600,1.0,-56.7,-40,9999995330.0
604,1.0,-57.1,-180,9999995250.0
607,1.0,-57.2,-40,9999995230.0
609,1.0,-56.4,-40,9999995210.0
611,1.0,-58.3,-30,9999995200.0
613,1.0,-58.3,-40,9999995180.0
616,1.0,-57.5,-80,9999995140.0
618,1.0,-57.5,-40,9999995120.0
623,1.0,-58.4,-120,9999995060.0
625,1.0,-58.0,-40,9999995040.0
627,1.0,-52.7,-30,9999995030.0
629,1.0,-53.5,-40,9999995010.0
634,1.0,-53.1,-160,9999994930.0
637,1.0,-53.3,-80,9999994890.0
639,1.0,-52.6,-30,9999994880.0
644,1.0,-54.2,-200,9999994780.0
647,1.0,-54.3,-40,9999994760.0
649,1.0,-54.3,-40,9999994740.0
651,1.0,-54.3,-30,9999994730.0
654,1.0,-55.7,-60,9999994710.0
657,1.0,-55.9,60,9999994730.0
662,1.0,-56.7,-120,9999994670.0
664,1.0,-56.7,-30,9999994660.0
669,1.0,-57.1,-80,9999994620.0
675,1.0,-57.9,-280,9999994500.0
678,1.0,-57.7,-80,9999994460.0
685,1.0,-63.3,-480,9999994220.0
689,1.0,-61.7,120,9999994280.0
691,1.0,-61.2,-30,9999994270.0
693,1.0,-60.2,-40,9999994250.0
695,1.0,-59.7,-30,9999994240.0
697,1.0,-59.7,-40,9999994220.0
699,1.0,-57.2,-30,9999994210.0
703,1.0,-57.2,80,9999994230.0
712,1.0,-62.0,-640,9999993910.0
714,1.0,-62.0,-40,9999993890.0
719,1.0,-64.1,-240,9999993770.0
721,1.0,-65.3,-40,9999993750.0
724,1.0,-64.9,-40,9999993730.0
726,1.0,-64.5,-40,9999993710.0
728,1.0,-64.0,-30,9999993700.0
731,1.0,-64.0,-40,9999993680.0
733,1.0,-63.9,-30,9999993670.0
735,1.0,-63.1,40,9999993690.0
740,1.0,-60.8,200,9999993790.0
743,1.0,-60.4,120,9999993850.0
747,1.0,-60.5,-40,9999993830.0
751,1.0,-59.3,-160,9999993770.0
753,1.0,-60.4,-30,9999993760.0
755,1.0,-60.4,-40,9999993740.0
759,1.0,-63.6,-120,9999993680.0
761,1.0,-64.0,40,9999993700.0
765,1.0,-64.5,-80,9999993660.0
767,1.0,-63.3,80,9999993700.0
769,1.0,-62.8,-30,9999993690.0
771,1.0,-62.8,-40,9999993670.0
773,1.0,-62.7,-30,9999993660.0
775,1.0,-61.1,80,9999993700.0
781,1.0,-57.9,240,9999993820.0
787,1.0,-50.7,360,9999994000.0
789,1.0,-50.6,-30,9999993990.0
792,1.0,-50.2,-40,9999993970.0
796,1.0,-51.0,-120,9999993910.0
800,1.0,-52.2,-40,9999993890.0
802,1.0,-53.3,-30,9999993880.0
806,1.0,-53.3,-40,9999993860.0
808,1.0,-52.8,-30,9999993850.0
813,1.0,-54.8,-120,9999993790.0
816,1.0,-55.3,-80,9999993750.0
818,1.0,-56.5,-40,9999993730.0
821,1.0,-55.6,60,9999993750.0
823,1.0,-56.4,-40,9999993730.0
825,1.0,-56.4,-30,9999993720.0
827,1.0,-56.4,-40,9999993700.0
832,1.0,-54.0,160,9999993760.0
835,1.0,-53.6,-40,9999993740.0
841,1.0,-50.0,240,9999993860.0
843,1.0,-45.6,-40,9999993840.0
845,1.0,-45.5,-30,9999993830.0
848,1.0,-45.7,-100,9999993790.0
853,1.0,-47.3,-120,9999993730.0
855,1.0,-47.3,-40,9999993710.0
859,1.0,-47.4,-40,9999993690.0
862,1.0,-47.8,-80,9999993650.0
865,1.0,-46.9,60,9999993670.0
867,1.0,-46.9,40,9999993690.0
871,1.0,-46.1,-120,9999993630.0
877,1.0,-47.5,-280,9999993510.0
882,1.0,-45.9,240,9999993630.0
887,1.0,-47.9,-280,9999993490.0
889,1.0,-47.4,-30,9999993480.0
891,1.0,-46.8,-40,9999993460.0
894,1.0,-46.4,-80,9999993420.0
896,1.0,-46.0,-40,9999993400.0
898,1.0,-46.7,-30,9999993390.0
901,1.0,-40.7,80,9999993430.0
904,1.0,-41.5,-40,9999993410.0
909,1.0,-43.9,-200,9999993310.0
916,1.0,-46.8,-320,9999993150.0
918,1.0,-46.8,-40,9999993130.0
921,1.0,-47.2,-80,9999993090.0
925,1.0,-46.6,-120,9999993050.0
931,1.0,-50.2,-400,9999992870.0
934,1.0,-50.2,-40,9999992850.0
938,1.0,-51.1,-120,9999992790.0
943,1.0,-48.3,240,9999992910.0
945,1.0,-47.8,-30,9999992900.0
950,1.0,-45.0,240,9999993020.0
